,Date,Contest_number,Word,Number_of_reported_results,Number_in_hard_mode,ratie_hard_normal,1try,2tries,3tries,4tries,5tries,6tries,7tries,word_freq,num of repeated letters
0,2022-01-07,202,slump,80630,1362,0.01689197569142999,1.0,3.0,23.0,39.0,24.0,9.0,1.0,0.0008784856257480967,0.0
1,2022-01-08,203,crank,101503,1763,0.017368944760253392,1.0,5.0,23.0,31.0,24.0,14.000000000000002,2.0,0.002213794201406191,0.0
2,2022-01-09,204,gorge,91477,1913,0.020912360484056102,1.0,3.0,13.0,27.0,30.0,22.0,4.0,0.0019736786466130565,1.0
3,2022-01-10,205,query,107134,2242,0.02092706330389979,1.0,4.0,16.0,30.0,30.0,17.0,2.0,0.0319534246710444,0.0
4,2022-01-11,206,drink,153880,3017,0.019606186638939434,0.9900990099009901,8.91089108910891,34.65346534653465,33.663366336633665,15.841584158415841,4.9504950495049505,0.9900990099009901,0.02987937832755884,0.0
5,2022-01-12,207,favor,137586,3073,0.022335121305946826,1.0,4.0,15.0,26.0,28.999999999999996,21.0,4.0,0.012109540559933216,0.0
6,2022-01-13,208,abbey,132726,3345,0.025202296460377017,1.0101010101010102,2.0202020202020203,13.131313131313133,29.292929292929294,31.313131313131315,20.2020202020202,3.0303030303030303,0.00429834682682819,1.0
7,2022-01-14,209,tangy,169484,3985,0.02351254395695169,1.0,4.0,21.0,30.0,24.0,15.0,5.0,0.00032146769897018764,0.0
8,2022-01-15,210,panic,205880,4655,0.022610258402953175,0.9900990099009901,8.91089108910891,34.65346534653465,33.663366336633665,15.841584158415841,4.9504950495049505,0.9900990099009901,0.006517723257022007,0.0
9,2022-01-16,211,solar,209609,4955,0.023639252131349323,1.0,9.0,32.0,32.0,18.0,7.000000000000001,1.0,0.02085384338674904,0.0
10,2022-01-17,212,shire,222197,5640,0.025382880956988617,0.9900990099009901,7.920792079207921,31.683168316831683,31.683168316831683,17.82178217821782,7.920792079207921,1.9801980198019802,0.0027042300994297454,0.0
11,2022-01-18,213,proxy,220950,6206,0.028087802670287397,0.9900990099009901,1.9801980198019802,10.891089108910892,23.762376237623762,30.693069306930692,25.742574257425744,5.9405940594059405,0.010990663436189374,0.0
12,2022-01-19,214,point,280622,7094,0.02527955755429011,1.0101010101010102,16.161616161616163,37.37373737373738,28.28282828282828,12.121212121212121,4.040404040404041,1.0101010101010102,0.17937203963086057,0.0
13,2022-01-20,215,robot,243964,6589,0.027008083159810462,0.9900990099009901,7.920792079207921,28.71287128712871,33.663366336633665,19.801980198019802,7.920792079207921,0.9900990099009901,0.012915386692623723,1.0
14,2022-01-21,216,prick,273727,7409,0.027067114314627348,1.0101010101010102,8.080808080808081,30.303030303030305,33.33333333333333,19.19191919191919,7.07070707070707,1.0101010101010102,0.000891442692128457,0.0
15,2022-01-22,217,wince,241489,6850,0.02836568125256223,0.9900990099009901,2.9702970297029703,16.831683168316832,32.67326732673268,28.71287128712871,14.85148514851485,2.9702970297029703,0.0007133489491635715,0.0
16,2022-01-23,218,crimp,269929,7630,0.02826669235243342,1.0,5.0,28.000000000000004,38.0,20.0,7.000000000000001,1.0,0.0006353357177381069,0.0
17,2022-01-24,219,knoll,258038,8317,0.032231686805819296,1.0,1.0,11.0,28.999999999999996,33.0,21.0,4.0,0.0009676520726183374,1.0
18,2022-01-25,220,sugar,276404,8708,0.03150460919523596,1.0101010101010102,6.0606060606060606,25.252525252525253,34.34343434343434,23.232323232323232,9.090909090909092,1.0101010101010102,0.02292499232660719,0.0
19,2022-01-26,221,whack,302348,10163,0.03361358434651461,1.0,4.0,22.0,37.0,24.0,10.0,2.0,0.0007223549176872924,0.0
20,2022-01-27,222,mount,331844,11451,0.03450717807162402,1.0101010101010102,9.090909090909092,29.292929292929294,33.33333333333333,19.19191919191919,7.07070707070707,1.0101010101010102,0.037435442129613125,0.0
21,2022-01-28,223,perky,296968,11148,0.037539398184316154,1.0,4.0,17.0,30.0,27.0,17.0,4.0,0.0013704310352911171,0.0
22,2022-01-29,224,could,313220,11592,0.037009130962262944,0.9900990099009901,6.9306930693069315,28.71287128712871,34.65346534653465,19.801980198019802,7.920792079207921,0.9900990099009901,0.30894635406083254,0.0
23,2022-01-30,225,wrung,294687,11524,0.03910589880110083,0.0,2.0,18.0,39.0,27.0,12.0,2.0,0.00010431164064611692,0.0
24,2022-01-31,226,light,341314,13347,0.03910475398020591,1.0101010101010102,10.1010101010101,25.252525252525253,27.27272727272727,19.19191919191919,12.121212121212121,5.05050505050505,0.12946901245983206,0.0
25,2022-02-01,227,those,351663,13606,0.03869045080090883,1.0,13.0,34.0,30.0,15.0,6.0,1.0,0.27593814058585653,0.0
26,2022-02-02,228,moist,361908,14205,0.03925030670778209,2.9702970297029703,12.871287128712872,31.683168316831683,28.71287128712871,15.841584158415841,6.9306930693069315,0.9900990099009901,0.0021681184472911053,0.0
27,2022-02-03,229,shard,358176,14609,0.04078721075672295,0.9900990099009901,6.9306930693069315,21.782178217821784,27.722772277227726,24.752475247524753,13.861386138613863,3.9603960396039604,0.00027424053084931305,0.0
28,2022-02-04,230,pleat,359679,14813,0.041183944572799634,1.0,10.0,28.000000000000004,31.0,19.0,9.0,2.0,0.0002531891305257083,0.0
29,2022-02-05,231,aloft,319698,13708,0.04287796608048846,0.9900990099009901,3.9603960396039604,21.782178217821784,35.64356435643564,24.752475247524753,10.891089108910892,1.9801980198019802,0.000488775128748583,0.0
30,2022-02-06,232,skill,311018,13716,0.04410034145933676,1.0,3.0,17.0,33.0,27.0,16.0,3.0,0.01616412120559892,1.0
31,2022-02-07,233,elder,288228,13340,0.04628280389136378,1.0,3.0,13.0,24.0,30.0,24.0,5.0,0.007440630628331104,1.0
32,2022-02-08,234,frame,336236,15369,0.045708966321274344,1.0101010101010102,10.1010101010101,20.2020202020202,24.242424242424242,24.242424242424242,17.17171717171717,3.0303030303030303,0.04707478308628624,0.0
33,2022-02-09,235,humor,305372,13846,0.04534141964554707,1.0,5.0,22.0,34.0,25.0,11.0,2.0,0.018464076116990618,0.0
34,2022-02-10,236,pause,304830,13480,0.04422136928779976,1.0,8.0,26.0,32.0,21.0,10.0,2.0,0.004688197339452731,0.0
35,2022-02-11,237,ulcer,278826,10631,0.038127721231162086,1.0,4.0,18.0,30.0,28.000000000000004,16.0,3.0,0.001346511869684085,0.0
36,2022-02-12,238,ultra,269885,9310,0.034496174296459604,1.0,7.000000000000001,23.0,34.0,24.0,10.0,1.0,0.02225531087825082,0.0
37,2022-02-13,239,robin,277471,3249,0.011709331786024485,1.0,6.0,28.999999999999996,34.0,21.0,8.0,1.0,0.011655891978865102,0.0
38,2022-02-14,240,cynic,261521,10343,0.03954940521028904,1.0,6.0,25.0,33.0,22.0,11.0,2.0,0.0005179678755610622,1.0
39,2022-02-15,241,aroma,287836,10343,0.03593365666560124,1.0,6.0,25.0,33.0,22.0,11.0,2.0,0.0020436997452814285,1.0
40,2022-02-16,242,caulk,289721,10740,0.03707014679640067,1.0,4.0,20.0,31.0,26.0,15.0,3.0,0.00023184339078598563,0.0
41,2022-02-17,243,shake,342003,12767,0.03733008189986638,1.0,6.0,16.0,23.0,24.0,21.0,9.0,0.006970350848240462,0.0
42,2022-02-18,244,dodge,265238,10220,0.03853143214773147,0.9900990099009901,2.9702970297029703,14.85148514851485,28.71287128712871,26.732673267326735,18.81188118811881,6.9306930693069315,0.0150740770804923,1.0
43,2022-02-19,245,swill,282327,11241,0.03981553305209916,1.0,1.0,8.0,19.0,31.0,30.0,10.0,7.454350115560159e-05,1.0
44,2022-02-20,246,tacit,273306,11094,0.040591864064455224,0.9900990099009901,3.9603960396039604,20.792079207920793,31.683168316831683,25.742574257425744,13.861386138613863,2.9702970297029703,0.0005878213642841449,1.0
45,2022-02-21,247,other,278731,10887,0.03905916457085864,1.0101010101010102,9.090909090909092,26.262626262626267,30.303030303030305,21.21212121212121,10.1010101010101,2.0202020202020203,1.0,0.0
46,2022-02-22,248,thorn,306356,11814,0.03856297901787463,1.0101010101010102,14.14141414141414,38.38383838383838,30.303030303030305,12.121212121212121,4.040404040404041,0.0,0.0014334523747199337,0.0
47,2022-02-23,249,trove,277576,11411,0.0411094619131337,0.9900990099009901,4.9504950495049505,15.841584158415841,23.762376237623762,24.752475247524753,21.782178217821784,7.920792079207921,0.0006982988024908166,0.0
48,2022-02-24,250,bloke,250674,10405,0.04150809417809585,1.0101010101010102,6.0606060606060606,21.21212121212121,32.323232323232325,25.252525252525253,12.121212121212121,2.0202020202020203,0.0007641265864913691,0.0
